{-0.5354394806119935, 0.016606405823311784}
{-0.5327587182695686, -0.1487287141716496}
{-0.44806104530242125, -0.1248199354362181}
{-0.3238616801099292, -0.28662513708381104}
{-0.37572316158175745, -0.32356259626439415}
{-0.286525779146484, -0.23906361185727104}
{-0.23923565924053364, -0.20840705370988583}
{-0.15873259369995735, -0.13306615017447743}
{-0.28763876051644954, -0.12059407263114784}
{-0.33442632727257804, -0.1481365044888477}
{-0.17897786184160586, -0.47895946687999696}
{-0.3167850579914975, -0.42576253627410376}
{-0.15468972649284973, -0.3985872520847583}
{-0.006458243508221079, -0.37441794680701584}
{-0.005027812627924753, -0.5299005361957833}
{-0.003910754919622721, -0.47740966237879356}
{0.14143813378376902, -0.40711771631024496}
{0.1788893623366148, -0.33030131003881946}
{0.31664246873829754, -0.3041157693230538}
{0.2842407194913832, -0.25294762565471407}
{0.12367231848866822, -0.11751290740996966}
{0.4886377725374403, -0.46437014478466615}
{0.4418284000133709, -0.14416819431363082}
{0.5329405416233204, -0.01772165106397578}
{0.5269291972596728, -0.16984886898764295}
{0.45067202531957085, -0.007167554697779466}
{0.333279813369827, -0.003244417485483868}
{0.1300134782230936, -0.0036490627603010667}
{0.28923193661157487, 0.12061325738459293}
{0.3423431476131261, 0.15204931372042219}
{0.45634013737315127, 0.12324686702925934}
{0.4163789183219287, 0.18451096307603349}
{0.3467845487006765, 0.295723127510617}
{0.007145142269625444, 0.39422395775586205}
{0.16223425611263248, 0.42163327204055856}
{0.01017648448564605, 0.2637271149956061}
{0.13076568418446793, 0.24335455243335707}
{-0.13273479768767166, 0.2492278074606995}
{-0.18472064064810345, 0.35618839561772103}
{-0.14605819635475553, 0.42576063172503276}
{-0.324578373711128, 0.3200985552950349}
{-0.22797450554020826, 0.44332313074243246}
{-0.2543703604169607, 0.23033682255399257}
{-0.4137237242810058, 0.20520490876487346}
{-0.28050320243769716, 0.1430351780616284}
{-0.12829904903350192, 0.12109214948302859}
{-0.34175539138665284, 0.008035617649419527}
{-0.13129635779237692, 0.0012056976709859321}
{-0.0018755860264596802, 0.11543808131674262}
{0.13247021061198563, 0.12510303308217113}
{0., 0.}
{-0.9098689674642637, 0.010699518543875734}
{-0.9100162904087372, 0.1701854171759133}
{-0.9360377956148092, 0.007884059792424764}
{-0.7737393910255819, -0.11803463440239982}
{-0.7041386651379169, -0.2892917986490493}
{-0.7242075444276841, 0.012556156852003605}
{-0.5122553762229067, -0.32047934115006205}
{-0.5098574977044978, -0.41748988752467625}
{-0.5959718525254605, -0.24109189476799742}
{-0.66882721901519, -0.2188959577799965}
{-0.6430890564956644, -0.1643920579479175}
{-0.15229406338566198, -0.433804460455726}
{-0.017238096847863704, -0.30071660014552315}
{-0.006663234157055942, -0.2412379631867153}
{-0.1269668283706315, -0.08628377273252827}
